YEAR,CURRENT_ROUND,TEAM1_ID,TEAM1,TEAM1_SCORE,TEAM2_ID,TEAM2,TEAM2_SCORE,POINT_DIFFERENTIAL
2008,2,37,Memphis,68,43,Kansas,75,-7
2008,4,13,UCLA,63,37,Memphis,78,-15
2008,4,43,Kansas,84,31,North Carolina,66,18
2008,8,1,Xavier,57,13,UCLA,76,-19
2008,8,15,Texas,67,37,Memphis,85,-18
2008,8,51,Davidson,57,43,Kansas,59,-2
2008,8,39,Louisville,73,31,North Carolina,83,-10
2008,16,5,West Virginia,75,1,Xavier,79,-4
2008,16,4,Western Kentucky,78,13,UCLA,88,-10
2008,16,15,Texas,82,18,Stanford,62,20
2008,16,35,Michigan St.,74,37,Memphis,92,-18
2008,16,51,Davidson,73,2,Wisconsin,56,17
2008,16,7,Villanova,57,43,Kansas,72,-15
2008,16,16,Tennessee,60,39,Louisville,79,-19
2008,16,6,Washington St.,47,31,North Carolina,68,-21
2008,32,49,Duke,67,5,West Virginia,73,-6
2008,32,1,Xavier,85,24,Purdue,78,7
2008,32,21,San Diego,63,4,Western Kentucky,72,-9
2008,32,14,Texas A&M,49,13,UCLA,51,-2
2008,32,15,Texas,75,36,Miami FL,72,3
2008,32,18,Stanford,82,38,Marquette,81,1
2008,32,26,Pittsburgh,54,35,Michigan St.,65,-11
2008,32,34,Mississippi St.,74,37,Memphis,77,-3
2008,32,47,Georgetown,70,51,Davidson,74,-4
2008,32,2,Wisconsin,72,42,Kansas St.,55,17
2008,32,20,Siena,72,7,Villanova,84,-12
2008,32,11,UNLV,56,43,Kansas,75,-19
2008,32,16,Tennessee,76,58,Butler,71,5
2008,32,39,Louisville,78,29,Oklahoma,48,30
2008,32,6,Washington St.,61,30,Notre Dame,41,20
2008,32,63,Arkansas,77,31,North Carolina,108,-31
2008,64,60,Belmont,70,49,Duke,71,-1
2008,64,64,Arizona,65,5,West Virginia,75,-10
2008,64,46,Georgia,61,1,Xavier,73,-12
2008,64,61,Baylor,79,24,Purdue,90,-11
2008,64,21,San Diego,70,54,Connecticut,69,1
2008,64,4,Western Kentucky,101,50,Drake,99,2
2008,64,14,Texas A&M,67,57,BYU,62,5
2008,64,33,Mississippi Valley St.,29,13,UCLA,70,-41
2008,64,62,Austin Peay,54,15,Texas,74,-20
2008,64,22,Saint Mary's,64,36,Miami FL,78,-14
2008,64,52,Cornell,53,18,Stanford,77,-24
2008,64,40,Kentucky,66,38,Marquette,74,-8
2008,64,28,Oral Roberts,63,26,Pittsburgh,82,-19
2008,64,17,Temple,61,35,Michigan St.,72,-11
2008,64,27,Oregon,69,34,Mississippi St.,76,-7
2008,64,9,UT Arlington,63,37,Memphis,87,-24
2008,64,12,UMBC,47,47,Georgetown,66,-19
2008,64,51,Davidson,82,45,Gonzaga,76,6
2008,64,56,Cal St. Fullerton,56,2,Wisconsin,71,-15
2008,64,42,Kansas St.,80,10,USC,67,13
2008,64,20,Siena,83,8,Vanderbilt,62,21
2008,64,7,Villanova,75,55,Clemson,69,6
2008,64,41,Kent St.,58,11,UNLV,71,-13
2008,64,25,Portland St.,61,43,Kansas,85,-24
2008,64,65,American,57,16,Tennessee,72,-15
2008,64,19,South Alabama,61,58,Butler,81,-20
2008,64,59,Boise St.,61,39,Louisville,79,-18
2008,64,23,Saint Joseph's,64,29,Oklahoma,72,-8
2008,64,3,Winthrop,40,6,Washington St.,71,-31
2008,64,48,George Mason,50,30,Notre Dame,68,-18
2008,64,63,Arkansas,86,44,Indiana,72,14
2008,64,32,Mount St. Mary's,74,31,North Carolina,113,-39
2009,2,95,North Carolina,89,101,Michigan St.,72,17
2009,4,95,North Carolina,83,72,Villanova,69,14
2009,4,116,Connecticut,73,101,Michigan St.,82,-9
2009,8,91,Oklahoma,60,95,North Carolina,72,-12
2009,8,72,Villanova,78,89,Pittsburgh,76,2
2009,8,98,Missouri,75,116,Connecticut,82,-7
2009,8,101,Michigan St.,64,107,Louisville,52,12
2009,16,91,Oklahoma,84,82,Syracuse,71,13
2009,16,110,Gonzaga,77,95,North Carolina,98,-21
2009,16,113,Duke,54,72,Villanova,77,-23
2009,16,66,Xavier,55,89,Pittsburgh,60,-5
2009,16,103,Memphis,91,98,Missouri,102,-11
2009,16,87,Purdue,60,116,Connecticut,72,-12
2009,16,101,Michigan St.,67,108,Kansas,62,5
2009,16,127,Arizona,64,107,Louisville,103,-39
2009,32,91,Oklahoma,73,102,Michigan,63,10
2009,32,82,Syracuse,78,126,Arizona St.,67,11
2009,32,110,Gonzaga,83,68,Western Kentucky,81,2
2009,32,106,LSU,70,95,North Carolina,84,-14
2009,32,113,Duke,74,79,Texas,69,5
2009,32,72,Villanova,89,77,UCLA,69,20
2009,32,66,Xavier,60,67,Wisconsin,49,11
2009,32,90,Oklahoma St.,76,89,Pittsburgh,84,-8
2009,32,103,Memphis,89,104,Maryland,70,19
2009,32,98,Missouri,83,105,Marquette,79,4
2009,32,70,Washington,74,87,Purdue,76,-2
2009,32,78,Texas A&M,66,116,Connecticut,92,-26
2009,32,101,Michigan St.,74,76,USC,69,5
2009,32,108,Kansas,60,114,Dayton,43,17
2009,32,117,Cleveland St.,57,127,Arizona,71,-14
2009,32,84,Siena,72,107,Louisville,79,-7
2009,64,96,Morgan St.,54,91,Oklahoma,82,-28
2009,64,102,Michigan,62,118,Clemson,59,3
2009,64,83,Stephen F. Austin,44,82,Syracuse,59,-15
2009,64,81,Temple,57,126,Arizona St.,66,-9
2009,64,130,Akron,64,110,Gonzaga,77,-13
2009,64,68,Western Kentucky,76,109,Illinois,72,4
2009,64,123,Butler,71,106,LSU,75,-4
2009,64,86,Radford,58,95,North Carolina,101,-43
2009,64,125,Binghamton,62,113,Duke,86,-24
2009,64,100,Minnesota,62,79,Texas,76,-14
2009,64,128,American,67,72,Villanova,80,-13
2009,64,73,VCU,64,77,UCLA,65,-1
2009,64,88,Portland St.,59,66,Xavier,77,-18
2009,64,67,Wisconsin,61,111,Florida St.,59,2
2009,64,80,Tennessee,75,90,Oklahoma St.,77,-2
2009,64,112,East Tennessee St.,62,89,Pittsburgh,72,-10
2009,64,121,Cal St. Northridge,70,103,Memphis,81,-11
2009,64,104,Maryland,84,120,California,71,13
2009,64,115,Cornell,59,98,Missouri,78,-19
2009,64,74,Utah St.,57,105,Marquette,58,-1
2009,64,99,Mississippi St.,58,70,Washington,71,-13
2009,64,93,Northern Iowa,56,87,Purdue,61,-5
2009,64,78,Texas A&M,79,122,BYU,66,13
2009,64,119,Chattanooga,47,116,Connecticut,103,-56
2009,64,85,Robert Morris,62,101,Michigan St.,77,-15
2009,64,76,USC,72,124,Boston College,55,17
2009,64,94,North Dakota St.,74,108,Kansas,84,-10
2009,64,114,Dayton,68,69,West Virginia,60,8
2009,64,117,Cleveland St.,84,71,Wake Forest,69,15
2009,64,127,Arizona,84,75,Utah,71,13
2009,64,84,Siena,74,92,Ohio St.,72,2
2009,64,97,Morehead St.,54,107,Louisville,74,-20
2010,2,188,Duke,61,193,Butler,59,2
2010,4,188,Duke,78,135,West Virginia,57,21
2010,4,193,Butler,52,173,Michigan St.,50,2
2010,8,194,Baylor,71,188,Duke,78,-7
2010,8,135,West Virginia,73,178,Kentucky,66,7
2010,8,179,Kansas St.,56,193,Butler,63,-7
2010,8,147,Tennessee,69,173,Michigan St.,70,-1
2010,16,153,Saint Mary's,49,194,Baylor,72,-23
2010,16,156,Purdue,57,188,Duke,70,-13
2010,16,135,West Virginia,69,136,Washington,56,13
2010,16,189,Cornell,45,178,Kentucky,62,-17
2010,16,179,Kansas St.,101,131,Xavier,96,5
2010,16,193,Butler,63,149,Syracuse,59,4
2010,16,160,Ohio St.,73,147,Tennessee,76,-3
2010,16,173,Michigan St.,59,164,Northern Iowa,52,7
2010,32,138,Villanova,68,153,Saint Mary's,75,-7
2010,32,194,Baylor,76,158,Old Dominion,68,8
2010,32,156,Purdue,63,145,Texas A&M,61,2
2010,32,191,California,53,188,Duke,68,-15
2010,32,135,West Virginia,68,171,Missouri,59,9
2010,32,167,New Mexico,64,136,Washington,82,-18
2010,32,133,Wisconsin,69,189,Cornell,87,-18
2010,32,137,Wake Forest,60,178,Kentucky,90,-30
2010,32,179,Kansas St.,84,192,BYU,72,12
2010,32,157,Pittsburgh,68,131,Xavier,71,-3
2010,32,168,Murray St.,52,193,Butler,54,-2
2010,32,182,Gonzaga,65,149,Syracuse,87,-22
2010,32,160,Ohio St.,75,183,Georgia Tech,66,9
2010,32,161,Ohio,68,147,Tennessee,83,-15
2010,32,174,Maryland,83,173,Michigan St.,85,-2
2010,32,164,Northern Iowa,69,180,Kansas,67,2
2010,64,154,Robert Morris,70,138,Villanova,73,-3
2010,64,153,Saint Mary's,80,155,Richmond,71,9
2010,64,152,Sam Houston St.,59,194,Baylor,68,-9
2010,64,158,Old Dominion,51,163,Notre Dame,50,1
2010,64,150,Siena,64,156,Purdue,72,-8
2010,64,142,Utah St.,53,145,Texas A&M,69,-16
2010,64,176,Louisville,62,191,California,77,-15
2010,64,195,Arkansas Pine Bluff,44,188,Duke,73,-29
2010,64,169,Morgan St.,50,135,West Virginia,77,-27
2010,64,171,Missouri,86,190,Clemson,78,8
2010,64,170,Montana,57,167,New Mexico,62,-5
2010,64,136,Washington,80,175,Marquette,78,2
2010,64,132,Wofford,49,133,Wisconsin,53,-4
2010,64,189,Cornell,78,148,Temple,65,13
2010,64,137,Wake Forest,81,146,Texas,80,1
2010,64,187,East Tennessee St.,71,178,Kentucky,100,-29
2010,64,165,North Texas,62,179,Kansas St.,82,-20
2010,64,186,Florida,92,192,BYU,99,-7
2010,64,162,Oakland,66,157,Pittsburgh,89,-23
2010,64,172,Minnesota,54,131,Xavier,65,-11
2010,64,168,Murray St.,66,140,Vanderbilt,65,1
2010,64,141,UTEP,59,193,Butler,77,-18
2010,64,185,Florida St.,60,182,Gonzaga,67,-7
2010,64,139,Vermont,56,149,Syracuse,79,-23
2010,64,144,UC Santa Barbara,51,160,Ohio St.,68,-17
2010,64,183,Georgia Tech,64,159,Oklahoma St.,59,5
2010,64,161,Ohio,97,184,Georgetown,83,14
2010,64,151,San Diego St.,59,147,Tennessee,62,-3
2010,64,181,Houston,77,174,Maryland,89,-12
2010,64,166,New Mexico St.,67,173,Michigan St.,70,-3
2010,64,164,Northern Iowa,69,143,UNLV,66,3
2010,64,177,Lehigh,74,180,Kansas,90,-16
2011,2,257,Butler,41,253,Connecticut,53,-12
2011,4,257,Butler,70,202,VCU,62,8
2011,4,253,Connecticut,56,240,Kentucky,55,1
2011,8,251,Florida,71,257,Butler,74,-3
2011,8,202,VCU,71,242,Kansas,61,10
2011,8,253,Connecticut,65,261,Arizona,63,2
2011,8,230,North Carolina,69,240,Kentucky,76,-7
2011,16,251,Florida,83,256,BYU,74,9
2011,16,198,Wisconsin,54,257,Butler,61,-7
2011,16,250,Florida St.,71,202,VCU,72,-1
2011,16,220,Richmond,57,242,Kansas,77,-20
2011,16,218,San Diego St.,67,253,Connecticut,74,-7
2011,16,261,Arizona,93,252,Duke,77,16
2011,16,230,North Carolina,81,236,Marquette,63,18
2011,16,240,Kentucky,62,226,Ohio St.,60,2
2011,32,251,Florida,73,209,UCLA,65,8
2011,32,256,BYU,89,246,Gonzaga,67,22
2011,32,198,Wisconsin,70,241,Kansas St.,65,5
2011,32,257,Butler,71,223,Pittsburgh,70,1
2011,32,228,Notre Dame,57,250,Florida St.,71,-14
2011,32,221,Purdue,76,202,VCU,94,-18
2011,32,231,Morehead St.,48,220,Richmond,65,-17
2011,32,244,Illinois,59,242,Kansas,73,-14
2011,32,218,San Diego St.,71,215,Temple,64,7
2011,32,253,Connecticut,69,255,Cincinnati,58,11
2011,32,213,Texas,69,261,Arizona,70,-1
2011,32,234,Michigan,71,252,Duke,73,-2
2011,32,230,North Carolina,86,200,Washington,83,3
2011,32,216,Syracuse,62,236,Marquette,66,-4
2011,32,240,Kentucky,71,199,West Virginia,63,8
2011,32,249,George Mason,66,226,Ohio St.,98,-32
2011,64,210,UC Santa Barbara,51,251,Florida,79,-28
2011,64,233,Michigan St.,76,209,UCLA,78,-2
2011,64,197,Wofford,66,256,BYU,74,-8
2011,64,246,Gonzaga,86,217,St. John's,71,15
2011,64,260,Belmont,58,198,Wisconsin,72,-14
2011,64,205,Utah St.,68,241,Kansas St.,73,-5
2011,64,225,Old Dominion,58,257,Butler,60,-2
2011,64,208,UNC Asheville,51,223,Pittsburgh,74,-23
2011,64,263,Akron,56,228,Notre Dame,69,-13
2011,64,250,Florida St.,57,212,Texas A&M,50,7
2011,64,219,Saint Peter's,43,221,Purdue,65,-22
2011,64,202,VCU,74,248,Georgetown,56,18
2011,64,231,Morehead St.,62,237,Louisville,61,1
2011,64,220,Richmond,69,203,Vanderbilt,66,3
2011,64,244,Illinois,73,207,UNLV,62,11
2011,64,259,Boston University,53,242,Kansas,72,-19
2011,64,229,Northern Colorado,50,218,San Diego St.,68,-18
2011,64,224,Penn St.,64,215,Temple,66,-2
2011,64,258,Bucknell,52,253,Connecticut,81,-29
2011,64,232,Missouri,63,255,Cincinnati,78,-15
2011,64,227,Oakland,81,213,Texas,85,-4
2011,64,235,Memphis,75,261,Arizona,77,-2
2011,64,214,Tennessee,45,234,Michigan,75,-30
2011,64,245,Hampton,45,252,Duke,87,-42
2011,64,238,LIU Brooklyn,87,230,North Carolina,102,-15
2011,64,247,Georgia,65,200,Washington,68,-3
2011,64,243,Indiana St.,60,216,Syracuse,77,-17
2011,64,236,Marquette,66,196,Xavier,55,11
2011,64,222,Princeton,57,240,Kentucky,59,-2
2011,64,254,Clemson,76,199,West Virginia,84,-8
2011,64,201,Villanova,57,249,George Mason,61,-4
2011,64,204,UTSA,46,226,Ohio St.,75,-29
2012,2,310,Kansas,59,308,Kentucky,67,-8
2012,4,310,Kansas,64,286,Ohio St.,62,2
2012,4,303,Louisville,61,308,Kentucky,69,-8
2012,8,310,Kansas,80,290,North Carolina,67,13
2012,8,286,Ohio St.,77,277,Syracuse,70,7
2012,8,318,Florida,68,303,Louisville,72,-4
2012,8,330,Baylor,70,308,Kentucky,82,-12
2012,16,310,Kansas,60,289,North Carolina St.,57,3
2012,16,287,Ohio,65,290,North Carolina,73,-8
2012,16,286,Ohio St.,81,326,Cincinnati,66,15
2012,16,265,Wisconsin,63,277,Syracuse,64,-1
2012,16,318,Florida,68,301,Marquette,58,10
2012,16,303,Louisville,57,298,Michigan St.,44,13
2012,16,264,Xavier,70,330,Baylor,75,-5
2012,16,313,Indiana,90,308,Kentucky,102,-12
2012,32,310,Kansas,63,285,Purdue,60,3
2012,32,316,Georgetown,63,289,North Carolina St.,66,-3
2012,32,287,Ohio,62,280,South Florida,56,6
2012,32,322,Creighton,73,290,North Carolina,87,-14
2012,32,286,Ohio St.,73,315,Gonzaga,66,7
2012,32,317,Florida St.,56,326,Cincinnati,62,-6
2012,32,265,Wisconsin,60,272,Vanderbilt,57,3
2012,32,309,Kansas St.,59,277,Syracuse,75,-16
2012,32,291,Norfolk St.,50,318,Florida,84,-34
2012,32,301,Marquette,62,294,Murray St.,53,9
2012,32,303,Louisville,59,293,New Mexico,56,3
2012,32,284,Saint Louis,61,298,Michigan St.,65,-4
2012,32,306,Lehigh,58,264,Xavier,70,-12
2012,32,330,Baylor,80,325,Colorado,63,17
2012,32,313,Indiana,63,271,VCU,61,2
2012,32,311,Iowa St.,71,308,Kentucky,87,-16
2012,64,320,Detroit,50,310,Kansas,65,-15
2012,64,285,Purdue,72,283,Saint Mary's,69,3
2012,64,329,Belmont,59,316,Georgetown,74,-15
2012,64,289,North Carolina St.,79,282,San Diego St.,65,14
2012,64,287,Ohio,65,299,Michigan,60,5
2012,64,280,South Florida,58,276,Temple,44,14
2012,64,331,Alabama,57,322,Creighton,58,-1
2012,64,270,Vermont,58,290,North Carolina,77,-19
2012,64,302,Loyola MD,59,286,Ohio St.,78,-19
2012,64,268,West Virginia,54,315,Gonzaga,77,-23
2012,64,278,St. Bonaventure,63,317,Florida St.,66,-3
2012,64,275,Texas,59,326,Cincinnati,65,-6
2012,64,295,Montana,49,265,Wisconsin,73,-24
2012,64,314,Harvard,70,272,Vanderbilt,79,-9
2012,64,279,Southern Miss,64,309,Kansas St.,70,-6
2012,64,274,UNC Asheville,65,277,Syracuse,72,-7
2012,64,291,Norfolk St.,86,296,Missouri,84,2
2012,64,269,Virginia,45,318,Florida,71,-26
2012,64,328,BYU,68,301,Marquette,88,-20
2012,64,324,Colorado St.,41,294,Murray St.,58,-17
2012,64,321,Davidson,62,303,Louisville,69,-7
2012,64,304,Long Beach St.,68,293,New Mexico,75,-7
2012,64,284,Saint Louis,61,300,Memphis,54,7
2012,64,305,LIU Brooklyn,67,298,Michigan St.,89,-22
2012,64,306,Lehigh,75,319,Duke,70,5
2012,64,264,Xavier,67,288,Notre Dame,63,4
2012,64,281,South Dakota St.,60,330,Baylor,68,-8
2012,64,325,Colorado,68,273,UNLV,64,4
2012,64,292,New Mexico St.,66,313,Indiana,79,-13
2012,64,271,VCU,62,266,Wichita St.,59,3
2012,64,323,Connecticut,64,311,Iowa St.,77,-13
2012,64,267,Western Kentucky,66,308,Kentucky,81,-15
2013,2,366,Michigan,76,370,Louisville,82,-6
2013,4,341,Syracuse,56,366,Michigan,61,-5
2013,4,333,Wichita St.,68,370,Louisville,72,-4
2013,8,369,Marquette,39,341,Syracuse,55,-16
2013,8,385,Florida,59,366,Michigan,79,-20
2013,8,352,Ohio St.,66,333,Wichita St.,70,-4
2013,8,386,Duke,63,370,Louisville,85,-22
2013,16,367,Miami FL,61,369,Marquette,71,-10
2013,16,341,Syracuse,61,379,Indiana,50,11
2013,16,384,Florida Gulf Coast,50,385,Florida,62,-12
2013,16,366,Michigan,87,375,Kansas,85,2
2013,16,352,Ohio St.,73,397,Arizona,70,3
2013,16,373,La Salle,58,333,Wichita St.,72,-14
2013,16,386,Duke,71,365,Michigan St.,61,10
2013,16,349,Oregon,69,370,Louisville,77,-8
2013,32,367,Miami FL,63,380,Illinois,59,4
2013,32,369,Marquette,74,393,Butler,72,2
2013,32,341,Syracuse,66,392,California,60,6
2013,32,340,Temple,52,379,Indiana,58,-6
2013,32,384,Florida Gulf Coast,81,344,San Diego St.,71,10
2013,32,385,Florida,78,363,Minnesota,64,14
2013,32,366,Michigan,78,336,VCU,53,25
2013,32,357,North Carolina,58,375,Kansas,70,-12
2013,32,352,Ohio St.,78,377,Iowa St.,75,3
2013,32,381,Harvard,51,397,Arizona,74,-23
2013,32,373,La Salle,76,362,Mississippi,74,2
2013,32,333,Wichita St.,76,382,Gonzaga,70,6
2013,32,386,Duke,66,388,Creighton,50,16
2013,32,365,Michigan St.,70,368,Memphis,48,22
2013,32,346,Saint Louis,57,349,Oregon,74,-17
2013,32,389,Colorado St.,56,370,Louisville,82,-26
2013,64,348,Pacific,49,367,Miami FL,78,-29
2013,64,390,Colorado,49,380,Illinois,57,-8
2013,64,387,Davidson,58,369,Marquette,59,-1
2013,64,394,Bucknell,56,393,Butler,68,-12
2013,64,360,Montana,34,341,Syracuse,81,-47
2013,64,392,California,64,338,UNLV,61,3
2013,64,340,Temple,76,355,North Carolina St.,72,4
2013,64,376,James Madison,62,379,Indiana,83,-21
2013,64,384,Florida Gulf Coast,78,383,Georgetown,68,10
2013,64,351,Oklahoma,55,344,San Diego St.,70,-15
2013,64,354,Northwestern St.,47,385,Florida,79,-32
2013,64,363,Minnesota,83,339,UCLA,63,20
2013,64,343,South Dakota St.,56,366,Michigan,71,-15
2013,64,399,Akron,42,336,VCU,88,-46
2013,64,335,Villanova,71,357,North Carolina,78,-7
2013,64,334,Western Kentucky,57,375,Kansas,64,-7
2013,64,378,Iona,70,352,Ohio St.,95,-25
2013,64,377,Iowa St.,76,353,Notre Dame,58,18
2013,64,381,Harvard,68,359,New Mexico,62,6
2013,64,396,Belmont,64,397,Arizona,81,-17
2013,64,373,La Salle,63,374,Kansas St.,61,2
2013,64,362,Mississippi,57,332,Wisconsin,46,11
2013,64,333,Wichita St.,73,347,Pittsburgh,55,18
2013,64,342,Southern,58,382,Gonzaga,64,-6
2013,64,398,Albany,61,386,Duke,73,-12
2013,64,391,Cincinnati,63,388,Creighton,67,-4
2013,64,337,Valparaiso,54,365,Michigan St.,65,-11
2013,64,345,Saint Mary's,52,368,Memphis,54,-2
2013,64,358,New Mexico St.,44,346,Saint Louis,64,-20
2013,64,349,Oregon,68,350,Oklahoma St.,55,13
2013,64,361,Missouri,72,389,Colorado St.,84,-12
2013,64,356,North Carolina A&T,48,370,Louisville,79,-31
2014,2,443,Kentucky,54,457,Connecticut,60,-6
2014,4,443,Kentucky,74,402,Wisconsin,73,1
2014,4,457,Connecticut,63,451,Florida,53,10
2014,8,436,Michigan,72,443,Kentucky,75,-3
2014,8,402,Wisconsin,64,465,Arizona,63,1
2014,8,457,Connecticut,60,435,Michigan St.,54,6
